2025-06-22T21:27:50.210+0800	INFO	room/room.go:38	初始化游戏配置
2025-06-22T21:27:50.223+0800	INFO	room/room.go:44	初始化redis配置
2025-06-22T21:27:50.230+0800	INFO	room/room.go:50	启动框架服务: name:"Room" addr:"localhost:10201" type:NodeTypeRoom id:1
2025-06-22T21:27:50.232+0800	INFO	discovery/etcd.go:62	添加服务节点: name:"Gate" addr:"localhost:10101" type:NodeTypeGate id:1
2025-06-22T21:27:50.233+0800	INFO	discovery/etcd.go:62	添加服务节点: name:"Match" addr:"localhost:10301" type:NodeTypeMatch id:1
2025-06-22T21:27:50.233+0800	INFO	discovery/etcd.go:62	添加服务节点: name:"Db" addr:"localhost:10401" type:NodeTypeDb id:1
2025-06-22T21:27:50.233+0800	INFO	discovery/etcd.go:62	添加服务节点: name:"Builder" addr:"localhost:10501" type:NodeTypeBuilder id:1
2025-06-22T21:27:50.235+0800	INFO	discovery/etcd.go:99	添加服务节点: name:"Room" addr:"localhost:10201" type:NodeTypeRoom id:1
2025-06-22T21:27:53.256+0800	INFO	discovery/etcd.go:99	添加服务节点: name:"Game" addr:"localhost:10601" type:NodeTypeGame id:1
2025-06-22T21:27:56.272+0800	INFO	discovery/etcd.go:99	添加服务节点: name:"Gm" addr:"localhost:10701" type:NodeTypeGm id:1
2025-06-22T21:28:17.910+0800	DEBUG	bus/nats.go:90	收到Nats单播数据包 bodySize:122, pack:head:{send_type:POINT src:{node_type:NodeTypeGame node_id:1 actor_name:"PlayerMgr" func_name:"TexasJoinRoomReq" actor_id:144 router_type:RouterTypeUid router:{gate:1 db:1 game:1}} dst:{node_type:NodeTypeRoom node_id:1 actor_name:"TexasGameMgr" func_name:"JoinRoomReq" actor_id:4311744514 router_type:RouterTypeRoomId router:{room:1 game:1}} uid:144 cmd:67108866 reference:4} body:"\x08\x82\x80\x80\x88\x10\x1a\x03\x08\x90\x01"
2025-06-22T21:28:17.910+0800	INFO	actor/actor_mgr.go:33	actors :map[] id:[4311744514] actor[<nil>] ok[false] 

2025-06-22T21:28:17.913+0800	DEBUG	actor/funcs.go:223	[NodeTypeGame.PlayerMgr.TexasJoinRoomReq(1) -> NodeTypeRoom.TexasGameMgr.JoinRoomReq(1)] args:[8 130 128 128 136 16 26 3 8 144 1]
2025-06-22T21:28:17.914+0800	DEBUG	service/service.go:271	[NodeTypeRoom.TexasGameMgr.JoinRoomReq(1) -> NodeTypeGate.Player.(1)] 发送消息到客户端: 74 -> [18 41 8 130 128 128 136 16 16 1 24 1 32 1 40 1 48 234 137 224 194 6 56 128 240 133 218 44 64 232 7 72 144 78 80 100 88 200 1 96 6 104 1 26 16 26 12 8 144 1 18 7 8 144 1 32 1 50 0 42 0 32 144 78 42 8 8 144 1 18 3 8 144 1]
2025-06-22T21:28:17.914+0800	DEBUG	actor/funcs.go:243	[NodeTypeRoom.TexasGameMgr.JoinRoomReq(1) -> NodeTypeGate.Player.(1)] rsp:room_info:{room_id:4311744514 game_type:1 room_stage:1 coin_type:1 room_state:1 create_time:1750598890 finish_time:12000000000 min_buy_in:1000 max_buy_in:10000 small_blind:100 big_blind:200 max_player_count:6 player_count:1} table_info:{players:{key:144 value:{uid:144 player_state:PlayerStatusJoinRoom game_info:{}}} game_data:{}} duration:10000 player_info:{key:144 value:{uid:144}}, reterr:<nil>
2025-06-22T21:28:17.985+0800	DEBUG	state/init_state.go:23	roomId:4311744514,round:0,Init OnEnter: {"room_id":4311744514,"game_id":1,"room_state":1,"create_time":1750598890,"table":{"players":{"144":{"uid":144,"player_state":1,"game_info":{}}},"game_data":{"dealer_chair_id":2,"pot_pool":{},"card_cursor":1,"card_list":[262148,524295,262153,262152,65544,131086,65546,262151,131078,262149,65543,524292,131076,262155,524297,65542,131075,65541,262157,262158,262147,524291,131084,524300,131081,65549,524293,131083,524298,65545,65540,524302,524294,262154,524299,65539,131082,262156,131079,65547,65538,262150,131074,262146,524290,65550,524296,65548,131085,524301,131077,131080]}},"online_number":1}
